timestamp,vib_x,vib_y,vib_z,vib_rms
1788592792.7074404,0.4798,0.3402,0.9369,1.1062
1788592792.7574403,0.4805,0.4092,0.9299,1.1239
1788592792.8074403,0.3807,0.3698,0.9897,1.123
1788592792.8574402,0.4054,0.3928,0.9669,1.1196
1788592792.9074402,0.408,0.3823,0.946,1.0989
1788592792.9574404,0.3864,0.3854,0.9879,1.1286
1788592793.0074403,0.4427,0.3536,0.9171,1.078
1788592793.0574403,0.4903,0.4105,0.9746,1.1657
1788592793.1074402,0.4745,0.361,1.0036,1.1673
1788592793.1574402,0.4694,0.3651,0.9714,1.139
1788592793.2074404,0.4173,0.4032,0.9196,1.0874
1788592793.2574403,0.4368,0.3518,0.9166,1.0746
1788592793.3074403,0.4864,0.4123,0.9683,1.1594
1788592793.3574402,0.4768,0.3638,0.975,1.1447
1788592793.4074402,0.4243,0.3929,1.015,1.1682
1788592793.4574404,0.4779,0.3672,0.9321,1.11
1788592793.5074403,0.4735,0.4168,1.0665,1.2391
1788592793.5574403,0.4194,0.3669,0.9589,1.1091
1788592793.6074402,0.3842,0.323,0.9185,1.0467
1788592793.6574402,0.4205,0.3638,0.9067,1.0636
1788592793.7074404,0.4575,0.379,0.8802,1.0619
1788592793.7574403,0.4758,0.4166,0.9042,1.1034
1788592793.8074403,0.4543,0.4048,0.8976,1.0844
1788592793.8574402,0.4176,0.3472,0.9054,1.0558
1788592793.9074402,0.4502,0.3812,0.9669,1.1326
1788592793.9574404,0.4105,0.3466,0.9163,1.0622
1788592794.0074403,0.4125,0.3802,1.0076,1.1532
1788592794.0574403,0.4938,0.3969,0.9609,1.151
1788592794.1074402,0.4328,0.3536,0.8797,1.0422
1788592794.1574402,0.4216,0.3291,1.0104,1.1432
1788592794.2074404,0.458,0.3964,0.9424,1.1203
1788592794.2574403,0.45,0.423,0.9194,1.1076
1788592794.3074403,0.4491,0.384,0.9136,1.088
1788592794.3574402,0.4284,0.3675,0.9619,1.1153
1788592794.4074402,0.4153,0.3594,0.8722,1.0307
1788592794.4574404,0.4433,0.3189,0.9334,1.0814
1788592794.5074403,0.4683,0.3618,0.9193,1.0933
1788592794.5574403,0.4801,0.3524,0.9383,1.1113
1788592794.6074402,0.4636,0.3555,0.9436,1.1098
1788592794.6574402,0.3947,0.4174,0.9614,1.12
1788592794.7074404,0.4414,0.3626,1.0176,1.167
1788592794.7574403,0.4103,0.3649,0.9394,1.0881
1788592794.8074403,0.4462,0.3638,0.9167,1.0825
1788592794.8574402,0.4338,0.373,0.9132,1.0776
1788592794.9074402,0.4275,0.3639,0.9305,1.0867
1788592794.9574404,0.4516,0.3384,0.9572,1.1112
1788592795.0074403,0.3793,0.3908,0.9804,1.1215
